sid,search,"splunk_server","_time","is_realtime",provenance,"event_count","exec_time","result_count","scan_count",status,"total_run_time","api_et","api_lt","search_et","search_lt","savedsearch_name","__mv_sid","__mv_search","__mv_splunk_server","__mv__time","__mv_is_realtime","__mv_provenance","__mv_event_count","__mv_exec_time","__mv_result_count","__mv_scan_count","__mv_status","__mv_total_run_time","__mv_api_et","__mv_api_lt","__mv_search_et","__mv_search_lt","__mv_savedsearch_name"
"1530403176.1914","search index=mint Category=""Restaurant*"" Description!=""Anthony's""   Description!=""Check""  | fields Description, Amount | rex field=Description ""Authorized?(?<Description>.+)"" | eval desc=if(match(Description,""Porter House""),""Porter House"",if(match(Description,""Paul Martin""),""Paul Martin"",if(match(Description,""Kincaids""),""Kincaids"",if(match(Description,""Inshou""),""Inshou Japanese Fusion"",if(match(Description,""Pacific Catch""),""Pacific Catch"",if(match(Description,""Farm Vine""),""Farm and Vine"",if(match(Description,""A B C""),""ABC Sea Food Restaurant"",if(match(Description,""Abc""),""ABC Sea Food Restaurant"",Description)))))))) |  stats  sum(Amount) as total_spend by desc | where total_spend > 200 | sort - total_spend","Jonathons-MacBook-Air.local","1530403176.042438",0,"UI:Search",1113,1530403176,60,1119,completed,"0.365",,,,,,,,,,,,,,,,,,,,,,
"1530403185.1915","search index=mint Category=""Restaurant*"" Description!=""Anthony's""   Description!=""Check""  | fields Description, Amount | rex field=Description ""Authorized?(?<Description>.+)"" | eval desc=if(match(Description,""Porter House""),""Porter House"",if(match(Description,""Paul Martin""),""Paul Martin"",if(match(Description,""Kincaids""),""Kincaids"",if(match(Description,""Inshou""),""Inshou Japanese Fusion"",if(match(Description,""Pacific Catch""),""Pacific Catch"",if(match(Description,""Farm Vine""),""Farm and Vine"",if(match(Description,""A B C""),""ABC Sea Food Restaurant"",if(match(Description,""Abc""),""ABC Sea Food Restaurant"",Description)))))))) |  stats  sum(Amount) as total_spend by desc | where total_spend > 500 | sort - total_spend","Jonathons-MacBook-Air.local","1530403185.409180",0,"UI:Search",1113,1530403185,21,1119,completed,"0.313",,,,,,,,,,,,,,,,,,,,,,
"1530403208.1924","search index=mint Category=""Restaurant*"" Description!=""Anthony's""   Description!=""Check""  | fields Description, Amount | rex field=Description ""Authorized?(?<Description>.+)"" | eval desc=if(match(Description,""Porter House""),""Porter House"",if(match(Description,""Paul Martin""),""Paul Martin"",if(match(Description,""Kincaids""),""Kincaids"",if(match(Description,""Inshou""),""Inshou Japanese Fusion"",if(match(Description,""Pacific Catch""),""Pacific Catch"",if(match(Description,""Farm Vine""),""Farm and Vine"",if(match(Description,""A B C""),""ABC Sea Food Restaurant"",if(match(Description,""Abc""),""ABC Sea Food Restaurant"",Description)))))))) |  stats  sum(Amount) as total_spend by desc | where total_spend > 400 | sort - total_spend","Jonathons-MacBook-Air.local","1530403208.472172",0,"UI:Search",1113,1530403208,27,1119,completed,"0.343",,,,,,,,,,,,,,,,,,,,,,
"1530403226.1929","search index=mint Category=""Restaurant*"" Description!=""Anthony's""   Description!=""Check""  | fields Description, Amount | rex field=Description ""Authorized?(?<Description>.+)"" | eval desc=if(match(Description,""Porter House""),""Porter House"",if(match(Description,""Paul Martin""),""Paul Martin"",if(match(Description,""Kincaids""),""Kincaids"",if(match(Description,""Inshou""),""Inshou Japanese Fusion"",if(match(Description,""Pacific Catch""),""Pacific Catch"",if(match(Description,""Farm Vine""),""Farm and Vine"",if(match(Description,""A B C""),""ABC Sea Food Restaurant"",if(match(Description,""Abc""),""ABC Sea Food Restaurant"",Description)))))))) |  stats  count as visits, sum(Amount) as total_spend by desc | where total_spend > 400 | sort - total_spend","Jonathons-MacBook-Air.local","1530403226.682391",0,"UI:Search",1113,1530403226,27,1119,completed,"0.327",,,,,,,,,,,,,,,,,,,,,,
"1530403242.1938","search index=mint Category=""Restaurant*"" Description!=""Anthony's""   Description!=""Check""  | fields Description, Amount | rex field=Description ""Authorized?(?<Description>.+)"" | eval desc=if(match(Description,""Porter House""),""Porter House"",if(match(Description,""Paul Martin""),""Paul Martin"",if(match(Description,""Kincaids""),""Kincaids"",if(match(Description,""Inshou""),""Inshou Japanese Fusion"",if(match(Description,""Pacific Catch""),""Pacific Catch"",if(match(Description,""Farm Vine""),""Farm and Vine"",if(match(Description,""A B C""),""ABC Sea Food Restaurant"",if(match(Description,""Abc""),""ABC Sea Food Restaurant"",Description)))))))) |  stats  count as visits, sum(Amount) as total_spend by desc | where total_spend > 400 | sort - visits","Jonathons-MacBook-Air.local","1530403242.679070",0,"UI:Search",1113,1530403242,27,1119,completed,"0.396",,,,,,,,,,,,,,,,,,,,,,
"1530403260.1947","search index=mint Category=""Restaurant*"" Description!=""Anthony's""   Description!=""Check""  | fields Description, Amount | rex field=Description ""Authorized?(?<Description>.+)"" | eval desc=if(match(Description,""Porter House""),""Porter House"",if(match(Description,""Paul Martin""),""Paul Martin"",if(match(Description,""Kincaids""),""Kincaids"",if(match(Description,""Inshou""),""Inshou Japanese Fusion"",if(match(Description,""Pacific Catch""),""Pacific Catch"",if(match(Description,""Farm Vine""),""Farm and Vine"",if(match(Description,""A B C""),""ABC Sea Food Restaurant"",if(match(Description,""Abc""),""ABC Sea Food Restaurant"",Description)))))))) |  stats  count as visits, sum(Amount) as total_spend by desc | where total_spend > 400 | sort - total_spend","Jonathons-MacBook-Air.local","1530403260.603368",0,"UI:Search",1113,1530403261,27,1119,completed,"0.358",,,,,,,,,,,,,,,,,,,,,,
"1530403269.1949","search index=mint Category=""Restaurant*"" Description!=""Anthony's""   Description!=""Check""  | fields Description, Amount | rex field=Description ""Authorized?(?<Description>.+)"" | eval desc=if(match(Description,""Porter House""),""Porter House"",if(match(Description,""Paul Martin""),""Paul Martin"",if(match(Description,""Kincaids""),""Kincaids"",if(match(Description,""Inshou""),""Inshou Japanese Fusion"",if(match(Description,""Pacific Catch""),""Pacific Catch"",if(match(Description,""Farm Vine""),""Farm and Vine"",if(match(Description,""A B C""),""ABC Sea Food Restaurant"",if(match(Description,""Abc""),""ABC Sea Food Restaurant"",Description)))))))) |  stats  count as visits, sum(Amount) as total_spend by desc | where total_spend > 200 | sort - total_spend","Jonathons-MacBook-Air.local","1530403269.206901",0,"UI:Search",1113,1530403269,60,1119,completed,"0.424",,,,,,,,,,,,,,,,,,,,,,
"1530403341.1966","search index=mint Category=""Restaurant*"" Description!=""Anthony's""   Description!=""Check""  | fields Description, Amount | rex field=Description ""Authorized?(?<Description>.+)"" | eval desc=if(match(Description,""Porter House""),""Porter House"",if(match(Description,""Paul Martin""),""Paul Martin"",if(match(Description,""Kincaids""),""Kincaids"",if(match(Description,""Inshou""),""Inshou Japanese Fusion"",if(match(Description,""Pacific Catch""),""Pacific Catch"",if(match(Description,""Farm Vine""),""Farm and Vine"",if(match(Description,""A B C""),""ABC Sea Food Restaurant"",if(match(Description,""Abc""),""ABC Sea Food Restaurant"",Description)))))))) |  stats  count as visits, sum(Amount) as total_spend by desc | where total_spend > 300 | sort - total_spend","Jonathons-MacBook-Air.local","1530403341.470936",0,"UI:Search",1113,1530403341,33,1119,completed,"0.334",,,,,,,,,,,,,,,,,,,,,,
"1530403380.1984","search index=mint Category=""Restaurant*"" Description!=""Anthony's""   Description!=""Check""  | fields Description, Amount | rex field=Description ""Authorized?(?<Description>.+)"" | eval desc=if(match(Description,""Porter House""),""Porter House"",if(match(Description,""Paul Martin""),""Paul Martin"",if(match(Description,""Kincaids""),""Kincaids"",if(match(Description,""Inshou""),""Inshou Japanese Fusion"",if(match(Description,""Pacific Catch""),""Pacific Catch"",if(match(Description,""Farm Vine""),""Farm and Vine"",if(match(Description,""A B C""),""ABC Sea Food Restaurant"",if(match(Description,""Abc""),""ABC Sea Food Restaurant"",Description)))))))) |  stats  count as visits, sum(Amount) as total_spend by desc | where total_spend > 300 | sort - total_spend","Jonathons-MacBook-Air.local","1530403380.597684",0,"UI:Search",268,1530403381,5,268,completed,"0.373","1514793600.000000000","1530403380.000000000","1514793600.000000000","1530403380.000000000",,,,,,,,,,,,,,,,,,
"1530403401.1985","search index=mint Category=""Restaurant*"" Description!=""Anthony's""   Description!=""Check""  | fields Description, Amount | rex field=Description ""Authorized?(?<Description>.+)"" | eval desc=if(match(Description,""Porter House""),""Porter House"",if(match(Description,""Paul Martin""),""Paul Martin"",if(match(Description,""Kincaids""),""Kincaids"",if(match(Description,""Inshou""),""Inshou Japanese Fusion"",if(match(Description,""Pacific Catch""),""Pacific Catch"",if(match(Description,""Farm Vine""),""Farm and Vine"",if(match(Description,""A B C""),""ABC Sea Food Restaurant"",if(match(Description,""Abc""),""ABC Sea Food Restaurant"",Description)))))))) |  stats  count as visits, sum(Amount) as total_spend by desc | where total_spend > 300 | sort - total_spend","Jonathons-MacBook-Air.local","1530403401.220101",0,"UI:Search",57,1530403401,2,57,completed,"0.155","1527836400.000000000","1530403401.000000000","1527836400.000000000","1530403401.000000000",,,,,,,,,,,,,,,,,,
"1530403414.1994","search index=mint Category=""Restaurant*"" Description!=""Anthony's""   Description!=""Check""  | fields Description, Amount | rex field=Description ""Authorized?(?<Description>.+)"" | eval desc=if(match(Description,""Porter House""),""Porter House"",if(match(Description,""Paul Martin""),""Paul Martin"",if(match(Description,""Kincaids""),""Kincaids"",if(match(Description,""Inshou""),""Inshou Japanese Fusion"",if(match(Description,""Pacific Catch""),""Pacific Catch"",if(match(Description,""Farm Vine""),""Farm and Vine"",if(match(Description,""A B C""),""ABC Sea Food Restaurant"",if(match(Description,""Abc""),""ABC Sea Food Restaurant"",Description)))))))) |  stats  count as visits, sum(Amount) as total_spend by desc | where total_spend > 300 | sort - total_spend","Jonathons-MacBook-Air.local","1530403414.198688",0,"UI:Search",1113,1530403414,33,1119,completed,"0.354",,,,,,,,,,,,,,,,,,,,,,
"1530403483.2011","search index=mint Category=""Restaurant*"" Description!=""Anthony's""   Description!=""Check""  | fields Description, Amount | rex field=Description ""Authorized?(?<Description>.+)"" | eval desc=if(match(Description,""Porter House""),""Porter House"",if(match(Description,""Paul Martin""),""Paul Martin"",if(match(Description,""Kincaids""),""Kincaids"",if(match(Description,""Inshou""),""Inshou Japanese Fusion"",if(match(Description,""Pacific Catch""),""Pacific Catch"",if(match(Description,""Farm Vine""),""Farm and Vine"",if(match(Description,""A B C""),""ABC Sea Food Restaurant"",if(match(Description,""Abc""),""ABC Sea Food Restaurant"",Description)))))))) |  stats  count as visits, sum(Amount) as total_spend by desc | where visits >3 | sort - visits","Jonathons-MacBook-Air.local","1530403483.846230",0,"UI:Search",1113,1530403484,45,1119,completed,"0.311",,,,,,,,,,,,,,,,,,,,,,
"1530403528.2028","search index=mint Category=""Restaurant*"" Description!=""Anthony's""   Description!=""Check""  | fields Description, Amount | rex field=Description ""Authorized?(?<Description>.+)"" | eval desc=if(match(Description,""Porter House""),""Porter House"",if(match(Description,""Paul Martin""),""Paul Martin"",if(match(Description,""Kincaids""),""Kincaids"",if(match(Description,""Inshou""),""Inshou Japanese Fusion"",if(match(Description,""Pacific Catch""),""Pacific Catch"",if(match(Description,""Farm Vine""),""Farm and Vine"",if(match(Description,""A B C""),""ABC Sea Food Restaurant"",if(match(Description,""Abc""),""ABC Sea Food Restaurant"",Description)))))))) |  stats  count as visits, sum(Amount) as total_spend by desc | where visits >5 | sort - visits","Jonathons-MacBook-Air.local","1530403528.966070",0,"UI:Search",1113,1530403529,23,1119,completed,"0.397",,,,,,,,,,,,,,,,,,,,,,
"1530403587.2037","search index=mint Category=""Restaurant*"" Description!=""Anthony's""   Description!=""Check""  | fields Description, Amount | rex field=Description ""Authorized?(?<Description>.+)"" | eval desc=if(match(Description,""Specialtys""),""Specialtys"",if(match(Description,""Porter House""),""Porter House"",if(match(Description,""Paul Martin""),""Paul Martin"",if(match(Description,""Kincaids""),""Kincaids"",if(match(Description,""Inshou""),""Inshou Japanese Fusion"",if(match(Description,""Pacific Catch""),""Pacific Catch"",if(match(Description,""Farm Vine""),""Farm and Vine"",if(match(Description,""A B C""),""ABC Sea Food Restaurant"",if(match(Description,""Abc""),""ABC Sea Food Restaurant"",Description))))))))) |  stats  count as visits, sum(Amount) as total_spend by desc | where visits >5 | sort - visits","Jonathons-MacBook-Air.local","1530403587.103792",0,"UI:Search",1113,1530403587,23,1119,completed,"0.43",,,,,,,,,,,,,,,,,,,,,,
"1530403602.2046","search index=mint Category=""Restaurant*"" Description!=""Anthony's""   Description!=""Check""  | fields Description, Amount | rex field=Description ""Authorized?(?<Description>.+)"" | eval desc=if(match(Description,""Specialty""),""Specialtys"",if(match(Description,""Porter House""),""Porter House"",if(match(Description,""Paul Martin""),""Paul Martin"",if(match(Description,""Kincaids""),""Kincaids"",if(match(Description,""Inshou""),""Inshou Japanese Fusion"",if(match(Description,""Pacific Catch""),""Pacific Catch"",if(match(Description,""Farm Vine""),""Farm and Vine"",if(match(Description,""A B C""),""ABC Sea Food Restaurant"",if(match(Description,""Abc""),""ABC Sea Food Restaurant"",Description))))))))) |  stats  count as visits, sum(Amount) as total_spend by desc | where visits >5 | sort - visits","Jonathons-MacBook-Air.local","1530403602.574317",0,"UI:Search",1113,1530403602,22,1119,completed,"0.389",,,,,,,,,,,,,,,,,,,,,,
"1530403621.2055","search index=mint Category=""Restaurant*"" Description!=""Anthony's""   Description!=""Check""  | fields Description, Amount | rex field=Description ""Authorized?(?<Description>.+)"" | eval desc=if(match(Description,""Specialty""),""Specialtys"",if(match(Description,""Porter House""),""Porter House"",if(match(Description,""Paul Martin""),""Paul Martin"",if(match(Description,""Kincaids""),""Kincaids"",if(match(Description,""Inshou""),""Inshou Japanese Fusion"",if(match(Description,""Pacific Catch""),""Pacific Catch"",if(match(Description,""Farm Vine""),""Farm and Vine"",if(match(Description,""A B C""),""ABC Sea Food Restaurant"",if(match(Description,""Abc""),""ABC Sea Food Restaurant"",Description))))))))) |  stats  count as visits, sum(Amount) as total_spend by desc | where visits >4 | sort - visits","Jonathons-MacBook-Air.local","1530403621.839721",0,"UI:Search",1113,1530403622,31,1119,completed,"0.359",,,,,,,,,,,,,,,,,,,,,,
"1530403682.2072","search index=mint Category=""Restaurant*"" Description!=""Anthony's""   Description!=""Check""  | fields Description, Amount | rex field=Description ""Authorized?(?<Description>.+)"" | eval desc=if(match(Description,""Specialty""),""Specialtys"",if(match(Description,""Porter House""),""Porter House"",if(match(Description,""Paul Martin""),""Paul Martin"",if(match(Description,""Kincaids""),""Kincaids"",if(match(Description,""Inshou""),""Inshou Japanese Fusion"",if(match(Description,""Pacific Catch""),""Pacific Catch"",if(match(Description,""Farm Vine""),""Farm and Vine"",if(match(Description,""A B C""),""ABC Sea Food Restaurant"",if(match(Description,""Abc""),""ABC Sea Food Restaurant"",Description))))))))) |  stats  count as visitsby desc | where visits >4 | sort - visits","Jonathons-MacBook-Air.local","1530403682.343941",0,"UI:Search",0,1530403682,0,0,failed,"0.004",,,,,,,,,,,,,,,,,,,,,,
"1530403696.2073","search index=mint Category=""Restaurant*"" Description!=""Anthony's""   Description!=""Check""  | fields Description, Amount | rex field=Description ""Authorized?(?<Description>.+)"" | eval desc=if(match(Description,""Specialty""),""Specialtys"",if(match(Description,""Porter House""),""Porter House"",if(match(Description,""Paul Martin""),""Paul Martin"",if(match(Description,""Kincaids""),""Kincaids"",if(match(Description,""Inshou""),""Inshou Japanese Fusion"",if(match(Description,""Pacific Catch""),""Pacific Catch"",if(match(Description,""Farm Vine""),""Farm and Vine"",if(match(Description,""A B C""),""ABC Sea Food Restaurant"",if(match(Description,""Abc""),""ABC Sea Food Restaurant"",Description))))))))) |  stats  count as visits by desc | where visits >4 | sort - visits","Jonathons-MacBook-Air.local","1530403696.103112",0,"UI:Search",1113,1530403696,31,1119,completed,"0.382",,,,,,,,,,,,,,,,,,,,,,
